N,P,K,temperature,humidity,ph,rainfall,label
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
0,17,42,23.20242586,91.19442671,6.8598408210000015,109.0946323,pomegranate
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
29,16,36,19.81069447,88.92944254,5.7403380020000006,102.860084,pomegranate
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
34,21,42,18.75927679,89.93457597,6.648687273999999,111.0196744,pomegranate
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
25,17,40,18.91251245,87.74938524,6.608023872,111.28005159999998,pomegranate
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
26,18,42,19.72620525,89.64934166,6.910374919,108.22872759999998,pomegranate
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
5,24,40,24.692258,93.87030088,6.297907578999999,104.6735454,pomegranate
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
39,30,38,20.12644921,87.59629625,6.965156737999999,108.065579,pomegranate
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
9,25,41,24.81530144,91.90842992,5.972714857000001,109.2853418,pomegranate
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
5,21,38,22.43377991,90.3396556,6.107054807999999,112.459697,pomegranate
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
13,7,43,18.20230419,91.12282162,7.013481515,109.66239740000002,pomegranate
5,13,37,22.34375696,89.7870345,5.648243648999999,103.3183074,pomegranate
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
7,23,35,19.75088482,88.71691157,7.054313822999999,102.5538035,pomegranate
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
4,19,43,18.07132963,93.14554876,5.7794274020000005,106.3602023,pomegranate
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
40,11,44,24.45840036,86.10874614,6.322396027000001,111.3779693,pomegranate
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
3,27,44,24.56811204,92.03009222,6.591302797000001,110.9633894,pomegranate
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
15,6,41,19.0087067,88.83768149,6.8973684770000006,108.6793978,pomegranate
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
22,9,44,24.72235539,88.87651295,5.744361602000001,112.1926517,pomegranate
14,8,43,21.92513945,94.46485312,7.051654924,111.71620159999998,pomegranate
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
39,17,45,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,pomegranate
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
32,13,42,23.50128217,92.97527546,5.786058032000001,106.61905,pomegranate
18,9,40,19.44623085,89.02127045,5.627186257000001,106.1606833,pomegranate
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
40,18,43,19.38603815,86.79058496,5.767372539,109.91309840000002,pomegranate
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,pomegranate
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,pomegranate
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
93,94,53,25.86632408,84.42379269,6.079178787999999,114.5357503,banana
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana
105,77,52,29.16226551,76.16151562,5.816622478999999,100.0075679,banana
118,88,52,28.65003945,82.68752542,5.8431631610000005,98.75084366,banana
101,87,54,29.07311132,76.50045221,6.376756632999999,100.1692639,banana
95,75,50,28.08166093,75.26429821,5.623615687000001,118.2761894,banana
106,85,53,27.1994597,78.80860679999998,5.91505509,99.72430835,banana
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
117,86,48,28.6956201,82.54195839,6.225225238999999,116.1616839,banana
114,94,53,26.33544853,76.8532006,6.190757458999999,118.6858263,banana
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana
112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,banana
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana
92,81,52,27.39341554,81.4654833,6.438137278999998,94.31102057,banana
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
102,71,48,28.65456263,79.28693687,5.695267822000001,102.4633775,banana
94,91,51,29.16093424,76.67484233,5.6180944460000015,109.575944,banana
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
99,73,53,26.29039046,81.06003778,5.8717022110000014,118.6730366,banana
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana
109,91,53,29.66727337,83.51014178,6.010095852999999,110.2511102,banana
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
90,86,52,25.85036988,81.95580471,5.793260262,119.08561709999998,banana
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana
116,81,55,26.42313317,83.69950440000002,5.915546415,95.12322062,banana
101,75,50,26.59386409,81.40740301,6.242528277999999,109.9825551,banana
93,81,50,27.71822477,76.57853189,6.0360792660000016,102.2099836,banana
95,75,45,28.98333432,82.95958244,5.829898502000001,109.022564,banana
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana
117,86,53,25.19640218,83.55829874,5.703381727999999,115.8586081,banana
111,79,53,28.31193338,75.77363772,6.165001277999999,119.695765,banana
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
92,85,51,29.22118628,81.08183635,5.740764682000001,108.8616474,banana
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana
92,75,45,29.01207743,77.95192527,5.674403358999999,90.43495443,banana
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
120,87,52,28.0764455,76.05522115,5.905494703,118.99235729999998,banana
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
111,88,55,29.44795403,78.34971537,5.505393832999999,96.45042585,banana
97,74,45,26.47522633,78.51833782,5.677719902000001,113.1161095,banana
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana
89,91,55,25.08347445,80.26173100000003,6.275572297999999,94.32961456,banana
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
118,88,51,25.44926208,79.49221962,6.201911642000001,100.6619171,banana
101,92,45,28.22776705,80.64303840000002,5.758054257,98.00403016,banana
99,92,47,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana
95,88,52,28.00316034,78.90085998,6.235461772000001,94.68180316,banana
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana
112,87,48,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana
108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana
82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,banana
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango
25,22,25,33.56150184,45.53556603,5.977413802999999,95.70525913,mango
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
29,35,28,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango
3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
1,29,29,27.32961444,49.30347234,6.052026047000001,93.53197359,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
22,38,31,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
28,23,28,30.01821337,50.09831810000001,5.676032581,96.08745082,mango
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes
13,144,204,30.7280404,82.42614055,6.092241627000001,68.38135469,grapes
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes
35,140,197,16.77557314,82.75241875,6.106190557000001,66.76285469,grapes
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
25,121,201,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes
15,125,199,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
20,142,196,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes
11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes
0,137,195,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes
31,136,197,31.11047251,83.34010951,5.653776057999999,71.43001582,grapes
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
39,139,201,41.18664903,81.01783402,5.5399808120000005,68.68895899,grapes
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes
8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes
21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes
40,140,195,14.97846952,80.49979873,6.2943956760000015,71.63437433,grapes
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
22,133,201,23.81995682,80.12211649,6.00299607,67.27398640000001,grapes
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
37,135,205,11.82768186,80.2827185,5.510924848999999,74.10225057,grapes
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
40,132,202,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes
8,136,201,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes
25,129,195,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes
33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes
35,125,204,19.6491772,80.15215777,6.107741787999999,73.69529586,grapes
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes
28,145,202,19.2077707,82.90428409999998,6.484323189,66.83113717,grapes
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes
14,121,203,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes
6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes
32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes
11,124,204,13.42988625,80.06633966,6.361141107000001,71.40043037,grapes
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
120,19,49,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
